x y
706.1573422714216 800.537126692812
1401.5158145954886 692.5542215109883
183.2335028288267 1503.6925468999311
912.2781112778904 401.79647268444194
1210.9962444824282 1303.6070286875204
808.0430099779194 499.76762243029884
1293.9708364718813 203.1821770250784
704.3093662745875 790.7434273348362
1303.2241758251832 201.2148460401093
1296.1001310295455 201.93362135469047
110.12413645867207 90.31025459746901
1411.0446160204265 694.465275347748
94.06292437237683 102.46765577020705
1392.5917913246576 709.4568843743587
192.1255023849747 1499.6591199980448
292.91048860174027 593.484217985986
914.3126326755388 393.3643243089015
896.6256670082919 401.6404068994065
312.4661851430769 603.5667911002174
1403.4466319872117 693.4131762082776
1219.9711539201985 1305.4615484071737
700.5227406300398 784.9539806319964
102.59756076523692 108.45759812357078
616.9740594033871 1115.7410679136094
707.2273606096542 792.85962783768
712.2780594996586 794.729271806124
579.7991060854256 1096.7580922083903
1410.3899206776655 695.533427882168
184.87223979658327 1497.0979763651862
896.9253298483216 416.65011303778107
206.33811295443653 1505.3941091912384
707.7540879831726 809.2776400660966
207.36686500890445 1495.4779145994246
1295.3647241779486 194.0162173864651
1299.7524943109447 185.44270265007125
298.3713147019434 597.2428472624739
96.23353359986046 103.57849665281557
688.8854203139484 811.7439206237648
1205.4336535035272 1291.0887621275374
196.74239428840852 1498.2577949091722
804.7625779917649 500.70714053995727
799.2063492905048 513.5683041913727
201.6560995868319 1500.7293716195911
104.63110631230215 99.48550582082414
1202.9058953528433 1306.7228190549579
204.556863007774 1498.4331216211444
788.0387673920428 487.9222597719289
1288.4625527751796 194.70570836890823
100.50923950421448 97.42350115136803
793.3537068738474 500.8846101927185
886.1223532985687 393.24956785245115
698.6327545113891 811.8973869583626
789.0007747126056 504.73732682647153
1296.4045900067558 193.8906629436277
603.4628343194045 1099.4733450932395
626.6240264154119 1097.0497444268346
297.30228847797787 591.9977781972503
606.0573464323409 1089.5980802946233
612.7774236166623 1101.1500547467706
1293.366321462819 200.83351761895975
599.6235282857282 1112.940766398112
1302.572110800909 213.2482575697365
1199.69057366942 1304.4315412245462
1182.4705343646517 1289.2654337187817
794.4902055171062 510.39476033133235
802.0526234350393 491.1575898425527
893.6001597810048 392.85052898232885
114.35230561186177 96.42252121287403
592.8063240044787 1093.1715896107273
301.84685803755843 612.646663339234
1388.3020902450985 708.0099810264453
1393.7306199759214 712.0048871468232
192.52028688621206 1489.880139803927
707.4388574723853 791.7535447026745
698.5324900636846 815.926746855389
87.70139552962891 95.52279712907158
105.87426323346736 111.0898447208892
801.7472177111595 504.83582356155176
1408.768400845472 707.6072093464488
1184.4186632789956 1309.0352313126455
613.1181645481771 1108.736471536757
796.0970413740158 498.7723737159892
303.62786183085245 615.2726830533871
195.79580044440615 1497.8117424031425
300.00071529842967 607.526133215646
1195.5401542710313 1304.7425851513626
308.11954775182124 602.3389144812974
595.6796305918627 1093.2321294085164
890.7568100179093 398.2502136603104
920.2618074495883 405.02501760383046
107.34790705606058 96.00607515754956
1195.8060177663897 1293.0888847041892
1207.3481221813684 1293.6878757486102
1395.2840403250113 690.7176741926032
298.2383540327035 594.0365978683831
316.86522033764504 600.5061337862802
890.8042021552901 408.63352074259245
1383.1646009684055 695.3524844584431
1307.9987715014447 215.64742321436594
902.3403734731229 388.2377052741201
